timestamp,consommation_mw
2026-06-25 02:00:00+00:00,41902.0
2026-06-25 02:30:00+00:00,41669.0
2026-06-25 03:00:00+00:00,41618.0
2026-06-25 03:30:00+00:00,42544.0
2026-06-25 04:00:00+00:00,43169.0
2026-06-25 04:30:00+00:00,44930.0
2026-06-25 05:00:00+00:00,46578.0
2026-06-25 05:30:00+00:00,48401.0
2026-06-25 06:00:00+00:00,50072.0
2026-06-25 06:30:00+00:00,51935.0
2026-06-25 07:00:00+00:00,53301.0
2026-06-25 07:30:00+00:00,54844.0
2026-06-25 08:00:00+00:00,55915.0
2026-06-25 08:30:00+00:00,56969.0
2026-06-25 09:00:00+00:00,57905.0
2026-06-25 09:30:00+00:00,58639.0
2026-06-25 10:00:00+00:00,59278.0
2026-06-25 10:30:00+00:00,60137.0
2026-06-25 11:00:00+00:00,60542.0
2026-06-25 11:30:00+00:00,59776.0
2026-06-25 12:00:00+00:00,59621.0
2026-06-25 12:30:00+00:00,60509.0
2026-06-25 13:00:00+00:00,60262.0
2026-06-25 13:30:00+00:00,59400.0
2026-06-25 14:00:00+00:00,58678.0
2026-06-25 14:30:00+00:00,57881.0
2026-06-25 15:00:00+00:00,57690.0
2026-06-25 15:30:00+00:00,57472.0
2026-06-25 16:00:00+00:00,57594.0
2026-06-25 16:30:00+00:00,57878.0
2026-06-25 17:00:00+00:00,58116.0
2026-06-25 17:30:00+00:00,57876.0
2026-06-25 18:00:00+00:00,57117.0
2026-06-25 18:30:00+00:00,55945.0
2026-06-25 19:00:00+00:00,54738.0
2026-06-25 19:30:00+00:00,54060.0
2026-06-25 20:00:00+00:00,53473.0
2026-06-25 20:30:00+00:00,54269.0
2026-06-25 21:00:00+00:00,54871.0
2026-06-25 21:30:00+00:00,53390.0
2026-06-25 22:00:00+00:00,52234.0
2026-06-25 22:30:00+00:00,50532.0
2026-06-25 23:00:00+00:00,48006.0
2026-06-25 23:30:00+00:00,47159.0
2026-06-26 00:00:00+00:00,46094.0
2026-06-26 00:30:00+00:00,44924.0
2026-06-26 01:00:00+00:00,43476.0
2026-06-26 01:30:00+00:00,42555.0
2026-06-26 02:00:00+00:00,42092.0
2026-06-26 02:30:00+00:00,41987.0
2026-06-26 03:00:00+00:00,41847.0
2026-06-26 03:30:00+00:00,42702.0
2026-06-26 04:00:00+00:00,43392.0
2026-06-26 04:30:00+00:00,44834.0
2026-06-26 05:00:00+00:00,46455.0
2026-06-26 05:30:00+00:00,48172.0
2026-06-26 06:00:00+00:00,49768.0
2026-06-26 06:30:00+00:00,51384.0
2026-06-26 07:00:00+00:00,52809.0
2026-06-26 07:30:00+00:00,54315.0
2026-06-26 08:00:00+00:00,55222.0
2026-06-26 08:30:00+00:00,56210.0
2026-06-26 09:00:00+00:00,57161.0
2026-06-26 09:30:00+00:00,57716.0
2026-06-26 10:00:00+00:00,58236.0
2026-06-26 10:30:00+00:00,58774.0
2026-06-26 11:00:00+00:00,59374.0
2026-06-26 11:30:00+00:00,58541.0
2026-06-26 12:00:00+00:00,58249.0
2026-06-26 12:30:00+00:00,58974.0
2026-06-26 13:00:00+00:00,58586.0
2026-06-26 13:30:00+00:00,57986.0
2026-06-26 14:00:00+00:00,57312.0
2026-06-26 14:30:00+00:00,56721.0
2026-06-26 15:00:00+00:00,56296.0
2026-06-26 15:30:00+00:00,56282.0
2026-06-26 16:00:00+00:00,56349.0
2026-06-26 16:30:00+00:00,56367.0
2026-06-26 17:00:00+00:00,56435.0
2026-06-26 17:30:00+00:00,56102.0
2026-06-26 18:00:00+00:00,55430.0
2026-06-26 18:30:00+00:00,54320.0
2026-06-26 19:00:00+00:00,53246.0
2026-06-26 19:30:00+00:00,52348.0
2026-06-26 20:00:00+00:00,51424.0
2026-06-26 20:30:00+00:00,52346.0
2026-06-26 21:00:00+00:00,52824.0
2026-06-26 21:30:00+00:00,51431.0
2026-06-26 22:00:00+00:00,50398.0
2026-06-26 22:30:00+00:00,48760.0
2026-06-26 23:00:00+00:00,46107.0
2026-06-26 23:30:00+00:00,45236.0
2026-06-27 00:00:00+00:00,44198.0
2026-06-27 00:30:00+00:00,42692.0
2026-06-27 01:00:00+00:00,41350.0
2026-06-27 01:30:00+00:00,40303.0
2026-06-27 02:00:00+00:00,39717.0
2026-06-27 02:30:00+00:00,39000.0
2026-06-27 03:00:00+00:00,38633.0
2026-06-27 03:30:00+00:00,38699.0
2026-06-27 04:00:00+00:00,38526.0
2026-06-27 04:30:00+00:00,38730.0
2026-06-27 05:00:00+00:00,39199.0
2026-06-27 05:30:00+00:00,39802.0
2026-06-27 06:00:00+00:00,40645.0
2026-06-27 06:30:00+00:00,42028.0
2026-06-27 07:00:00+00:00,43721.0
2026-06-27 07:30:00+00:00,45261.0
2026-06-27 08:00:00+00:00,46641.0
2026-06-27 08:30:00+00:00,47908.0
2026-06-27 09:00:00+00:00,49062.0
2026-06-27 09:30:00+00:00,49957.0
2026-06-27 10:00:00+00:00,51072.0
2026-06-27 10:30:00+00:00,52253.0
2026-06-27 11:00:00+00:00,53070.0
2026-06-27 11:30:00+00:00,52607.0
2026-06-27 12:00:00+00:00,52151.0
2026-06-27 12:30:00+00:00,52753.0
2026-06-27 13:00:00+00:00,52488.0
2026-06-27 13:30:00+00:00,52164.0
2026-06-27 14:00:00+00:00,51211.0
2026-06-27 14:30:00+00:00,50704.0
2026-06-27 15:00:00+00:00,50467.0
2026-06-27 15:30:00+00:00,50424.0
2026-06-27 16:00:00+00:00,50566.0
2026-06-27 16:30:00+00:00,50675.0
2026-06-27 17:00:00+00:00,50873.0
2026-06-27 17:30:00+00:00,50842.0
2026-06-27 18:00:00+00:00,50429.0
2026-06-27 18:30:00+00:00,49692.0
2026-06-27 19:00:00+00:00,48891.0
2026-06-27 19:30:00+00:00,48166.0
2026-06-27 20:00:00+00:00,47543.0
2026-06-27 20:30:00+00:00,48399.0
2026-06-27 21:00:00+00:00,48989.0
2026-06-27 21:30:00+00:00,47744.0
2026-06-27 22:00:00+00:00,46875.0
2026-06-27 22:30:00+00:00,45492.0
2026-06-27 23:00:00+00:00,42985.0
2026-06-27 23:30:00+00:00,42446.0
2026-06-28 00:00:00+00:00,41699.0
2026-06-28 00:30:00+00:00,40518.0
2026-06-28 01:00:00+00:00,38966.0
2026-06-28 01:30:00+00:00,37952.0
2026-06-28 02:00:00+00:00,37113.0
2026-06-28 02:30:00+00:00,36715.0
2026-06-28 03:00:00+00:00,36341.0
2026-06-28 03:30:00+00:00,36284.0
2026-06-28 04:00:00+00:00,35898.0
2026-06-28 04:30:00+00:00,35814.0
2026-06-28 05:00:00+00:00,36133.0
2026-06-28 05:30:00+00:00,36436.0
2026-06-28 06:00:00+00:00,37063.0
2026-06-28 06:30:00+00:00,38052.0
2026-06-28 07:00:00+00:00,39446.0
2026-06-28 07:30:00+00:00,41024.0
2026-06-28 08:00:00+00:00,42184.0
2026-06-28 08:30:00+00:00,43516.0
2026-06-28 09:00:00+00:00,44735.0
2026-06-28 09:30:00+00:00,45505.0
2026-06-28 10:00:00+00:00,46336.0
2026-06-28 10:30:00+00:00,47566.0
2026-06-28 11:00:00+00:00,48522.0
2026-06-28 11:30:00+00:00,47790.0
2026-06-28 12:00:00+00:00,47207.0
2026-06-28 12:30:00+00:00,47968.0
2026-06-28 13:00:00+00:00,47743.0
2026-06-28 13:30:00+00:00,47519.0
2026-06-28 14:00:00+00:00,46485.0
2026-06-28 14:30:00+00:00,46163.0
2026-06-28 15:00:00+00:00,46171.0
2026-06-28 15:30:00+00:00,46323.0
2026-06-28 16:00:00+00:00,46448.0
2026-06-28 16:30:00+00:00,47037.0
2026-06-28 17:00:00+00:00,47858.0
2026-06-28 17:30:00+00:00,48561.0
2026-06-28 18:00:00+00:00,48384.0
2026-06-28 18:30:00+00:00,47833.0
2026-06-28 19:00:00+00:00,46975.0
2026-06-28 19:30:00+00:00,46363.0
2026-06-28 20:00:00+00:00,45690.0
2026-06-28 20:30:00+00:00,46720.0
2026-06-28 21:00:00+00:00,47537.0
2026-06-28 21:30:00+00:00,46362.0
2026-06-28 22:00:00+00:00,45458.0
2026-06-28 22:30:00+00:00,43994.0
2026-06-28 23:00:00+00:00,41611.0
2026-06-28 23:30:00+00:00,41003.0
2026-06-29 00:00:00+00:00,40311.0
2026-06-29 00:30:00+00:00,39181.0
2026-06-29 01:00:00+00:00,37884.0
2026-06-29 01:30:00+00:00,37086.0
2026-06-29 02:00:00+00:00,36636.0
2026-06-29 02:30:00+00:00,36551.0
2026-06-29 03:00:00+00:00,36857.0
2026-06-29 03:30:00+00:00,37763.0
2026-06-29 04:00:00+00:00,38471.0
2026-06-29 04:30:00+00:00,40019.0
2026-06-29 05:00:00+00:00,41748.0
2026-06-29 05:30:00+00:00,43602.0
2026-06-29 06:00:00+00:00,45394.0
2026-06-29 06:30:00+00:00,47106.0
2026-06-29 07:00:00+00:00,48335.0
2026-06-29 07:30:00+00:00,49548.0
2026-06-29 08:00:00+00:00,50303.0
2026-06-29 08:30:00+00:00,51028.0
2026-06-29 09:00:00+00:00,51688.0
2026-06-29 09:30:00+00:00,52551.0
2026-06-29 10:00:00+00:00,53439.0
2026-06-29 10:30:00+00:00,54079.0
2026-06-29 11:00:00+00:00,54607.0
2026-06-29 11:30:00+00:00,53918.0
2026-06-29 12:00:00+00:00,53894.0
2026-06-29 12:30:00+00:00,54869.0
2026-06-29 13:00:00+00:00,54513.0
2026-06-29 13:30:00+00:00,54015.0
2026-06-29 14:00:00+00:00,53327.0
2026-06-29 14:30:00+00:00,52729.0
2026-06-29 15:00:00+00:00,52380.0
2026-06-29 15:30:00+00:00,52365.0
2026-06-29 16:00:00+00:00,52340.0
2026-06-29 16:30:00+00:00,52568.0
2026-06-29 17:00:00+00:00,53242.0
2026-06-29 17:30:00+00:00,53315.0
2026-06-29 18:00:00+00:00,52538.0
2026-06-29 18:30:00+00:00,51272.0
2026-06-29 19:00:00+00:00,49680.0
2026-06-29 19:30:00+00:00,48755.0
2026-06-29 20:00:00+00:00,48065.0
2026-06-29 20:30:00+00:00,48962.0
2026-06-29 21:00:00+00:00,49456.0
2026-06-29 21:30:00+00:00,48082.0
2026-06-29 22:00:00+00:00,47026.0
2026-06-29 22:30:00+00:00,45636.0
2026-06-29 23:00:00+00:00,43169.0
2026-06-29 23:30:00+00:00,42644.0
2026-06-30 00:00:00+00:00,41838.0
2026-06-30 00:30:00+00:00,40844.0
2026-06-30 01:00:00+00:00,39549.0
2026-06-30 01:30:00+00:00,38591.0
2026-06-30 02:00:00+00:00,38067.0
2026-06-30 02:30:00+00:00,37937.0
2026-06-30 03:00:00+00:00,37846.0
2026-06-30 03:30:00+00:00,38830.0
2026-06-30 04:00:00+00:00,39416.0
2026-06-30 04:30:00+00:00,41032.0
2026-06-30 05:00:00+00:00,42460.0
2026-06-30 05:30:00+00:00,44290.0
2026-06-30 06:00:00+00:00,46015.0
2026-06-30 06:30:00+00:00,47614.0
2026-06-30 07:00:00+00:00,49055.0
2026-06-30 07:30:00+00:00,49986.0
2026-06-30 08:00:00+00:00,50897.0
2026-06-30 08:30:00+00:00,51672.0
2026-06-30 09:00:00+00:00,52463.0
2026-06-30 09:30:00+00:00,53234.0
2026-06-30 10:00:00+00:00,54152.0
2026-06-30 10:30:00+00:00,54817.0
2026-06-30 11:00:00+00:00,55191.0
2026-06-30 11:30:00+00:00,54619.0
2026-06-30 12:00:00+00:00,54370.0
2026-06-30 12:30:00+00:00,55316.0
2026-06-30 13:00:00+00:00,55204.0
2026-06-30 13:30:00+00:00,54686.0
2026-06-30 14:00:00+00:00,53637.0
2026-06-30 14:30:00+00:00,53230.0
2026-06-30 15:00:00+00:00,52667.0
2026-06-30 15:30:00+00:00,52156.0
2026-06-30 16:00:00+00:00,52244.0
2026-06-30 16:30:00+00:00,52192.0
2026-06-30 17:00:00+00:00,52705.0
2026-06-30 17:30:00+00:00,52782.0
2026-06-30 18:00:00+00:00,52220.0
2026-06-30 18:30:00+00:00,50955.0
2026-06-30 19:00:00+00:00,49570.0
2026-06-30 19:30:00+00:00,48799.0
2026-06-30 20:00:00+00:00,48200.0
2026-06-30 20:30:00+00:00,49137.0
2026-06-30 21:00:00+00:00,49945.0
2026-06-30 21:30:00+00:00,48905.0
